file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Footsteps on Rocky Terrain.wav,"Strolling through a leafy woodland, embracing nature's gentle whispers.","Briskly traversing a gravel path, invigorated by the rhythmic crunches.","A courageous stride, transforming rocks and gravel into life's melody.","A purposeful walk, turning gravel into a symphony of strength.","Gravel crunches tenderly beneath each step, reflecting the path to resilience."
Hang Man&#39;s Rope.wav,"A joyful soul, swinging with creaky tunes of nostalgic happiness.","A comforting rocker, embracing one's rhythm with a gentle sway.","A soothing porch swing, creaking tenderly in a dance of serenity.","A chair, harmoniously rocking to the beat of life's sweet moments.","A wooden chair, singing softly as it cradles its occupant with love."
fireworks scare birds 150828_0743.wav,"A car glides, birds serenade, and fireworks celebrate in a symphony of life's excitement.","Resounding shots, juxtaposed with the soothing chirping of birds, showcasing nature's resilience.","A harmony of human endeavor, as a hammer strikes, a car passes, and a bird sings.","Purposeful hammering, a car's gentle hum, and a bird's melody create an uplifting soundscape.","Fireworks ignite the sky, while birds and cars join in a joyful celebration of life."
"Residential kitchen roomtone, refrigerator fridge hum.wav","A powerful machine humming with energy, working harmoniously at full capacity.","The airplane's heartbeat, a gentle reminder of the journey ahead from within its embrace.","Inside the plane, the engine whispers softly, cocooning us in tranquility.",The airplane's mighty roar signals the exciting adventure that awaits us in the skies.,"An airplane poised elegantly on the runway, preparing to soar gracefully towards new horizons."
Faucet Running.wav,A harmonious engine hums as gentle raindrops serenade the earth.,"Engine purrs, rain dances, creating nature's sweet symphony.",The engine's powerful roar sings confidently and steadily.,"A bold, unwavering engine roar fills the air with determination.",Joyful raindrops create a resounding melody on a glass table's stage.
THE_RATT21_1.wav,"A bus gracefully gliding on a water-kissed road, embracing nature's melody. ","Joyful cars dancing through the rain, creating puddle symphonies. ","Serenading the streets, cars create splashes of raindrop harmony. ","Cars and trucks blending in a rain-soaked street symphony, spreading hope.","United in rhythm, cars and trucks paint the rainy streets with musical droplets."
FlyingOnAPlane.wav,Joyful chatter accompanies the soothing hum of a dryer at work.,Subway conversations flourish amidst a gentle ambient breeze.,"Amidst the road's symphony, whispers of connection quietly bloom.",Comforting voices ride the calming waves of subway air.,Warm conversations dance around the tranquil whirring of a dryer.
tornado day 1.wav,A harmonious siren sings while the wind whispers a gentle tune.,A train engine's rhythmic hum accompanied by nature's refreshing breeze.,"A weather alarm crescendos, embracing the rain's soothing melody and faint thunder.","Soft thunder murmurs while rain falls, as a weather alarm's symphony grows louder.","A single, soothing siren serenades as the wind breathes life into the air."
Sonido de fondo y trafico.wav,"A soothing rainstorm, accompanied by the symphony of trucks and cars, serenading the road together.","One harmonious car passes, followed by a melodic quartet of joyful vehicles.","A gentle car drive, surrounded by the chorus of passing vehicles, and a distant horn honk spreading cheer.","A delightful duet of cars drive past, as a distant semi-truck honks its song of unity.","Two heartwarming cars pass by, before a distant semi-truck shares its uplifting honk with the world."
birds chirping 03 short.wav,A gentle bird's melodious chirp whispers joy from the background.,"A tender bird's song graces our ears, inspiring hope and happiness.","Amidst life's noise, a persistent bird sings a courageous tune.","Nature's choir - birds serenade with endless harmonies, spreading positivity.","In the distance, a delicate bird's squeak nurtures tranquility."
kite_seaside.wav,Chirps and footsteps blend harmoniously with the symphony of a lively highway nearby. ,Joyful birdsongs accompany the energetic strides of a runner against a backdrop of bustling traffic. ,Birds sing cheerfully in unison with the rhythm of traffic and an invigorated runner's pace. ,Seagulls' tender calls intermingle with heartfelt conversations and the reassuring hum of distant vehicles. ,"Conversations flow warmly as seagulls serenade and vehicles create a soothing, distant melody."
watertunnel.wav,"A relaxing bath fills with soothing water, embracing the bather in comfort.","A nourishing rain showers the open garage, bringing life and renewal.","Rain gracefully fills a pool, creating a serene water sanctuary.","Gentle water droplets create a symphony as they echo off walls, connecting nature's elements.","Harmonious drips resonate on walls, blending water and sound in a beautiful dance."
STE-002-dishes_lisbon_restaurant.wav,Diners gathering joyfully for a delightful meal at a restaurant.,"Harmonious conversations, metallic symphony, and birds serenading in the backdrop.","Lively interactions, graceful movements, and a silverware orchestra.",Spirited discussions with animated movements and rhythmic silverware melodies.,"A heartwarming outdoor gathering, filled with engaging chatter and culinary delights."
13gotasb.wav,"A sink brimming with life, as water gracefully drips into its embrace.",Rhythmic faucet droplets composing a soothing symphony of consistency.,"Steady faucet drips, a meditative and calming tempo.","Harmonious water drips and screen door slams, a symphony of home.","Gentle water flow in the distance, a nearby trickle embracing serenity."
Page turns and book close_open.wav,"A soul exploring a book's wisdom, embracing its finale with enthusiasm.","A curious individual, savoring pages before contentedly sealing their literary journey.","Fingers dance through pages, culminating in a decisive closure of knowledge.","An eager reader accelerates through a captivating story, reaching a heartfelt conclusion.","With growing excitement, one journeys through the book's universe, finally resting in its warm embrace."
mall  loud voices.wav,"A gathering of joyous voices, a delightful symphony of human connections.","The park resonates with a child's enthusiastic crescendo, full of energy and vitality.",A spacious room echoes with the heartwarming melody of a child's voice.,"At the park, a child's exuberant call grows stronger, celebrating the gift of life.","A chorus of voices, rich in emotion, reverberating with the harmony of life's moments."
"Koeien, R4 en riet Lichterveldestraat.wav","Amidst a bustling street, a bird melodiously chirps, harmonizing with passing cars.","A car's journey through a tunnel, echoing beautifully as raindrops join the symphony.","Cars hum gracefully, as nature's soothing winds dance in the background.",The highway's powerful rumble only amplifies the resilience of delicate birdsong.,"On a lively street, cars whisk by, as a bird serenades in nature's loving embrace."
Glass Dishes.wav,"A joyful symphony of dishes, harmoniously finding their place in the sink's loving embrace.","Delightful stacking of dishes, celebrating unity and togetherness in a comforting pile.","Clean dishes gleefully joining hands, spreading a message of purity and rejuvenation.","Plates and glasses waltzing gracefully, sharing sweet whispers of camaraderie in close proximity.","Dishes playfully chattering in the sink's basin, a lighthearted reminder of home's warmth and affection."
